GEOID,Geographic Area Name,IT_WholeNum,IT_WhiteNum,IT_NHWhiteNum,IT_BlackNum,IT_WholeRate,IT_WhiteRate,IT_NHWhiteRate,IT_BlackRate
47175,"Van Buren, Tennessee",4202,4026,3994,0,74.3,73.8,73.7,
47177,"Warren, Tennessee",30332,28042,26481,385,75.8,76.2,77.2,52.9
47179,"Washington, Tennessee",105349,96674,93923,3849,85.8,86.1,86.0,82.1
47181,"Wayne, Tennessee",10858,10343,10098,293,74.3,73.7,73.3,81.6
47183,"Weakley, Tennessee",22994,20932,20572,1442,74.3,75.4,75.5,63.8
47185,"White, Tennessee",20058,19245,18745,369,76.0,75.9,75.8,72.9
47187,"Williamson, Tennessee",214135,190493,181726,8144,95.2,95.4,95.5,88.1
47189,"Wilson, Tennessee",119892,105531,101984,8021,88.8,88.9,88.7,84.9
48001,"Anderson, Texas",31754,25781,22340,3944,71.6,75.2,76.5,58.5
48003,"Andrews, Texas",16412,14704,6647,79,91.5,91.7,92.7,71.8
48005,"Angelina, Texas",73439,59231,44420,10036,87.0,87.9,86.9,81.7
48007,"Aransas, Texas",20865,19149,14053,43,86.7,87.9,86.5,14.2
48009,"Archer, Texas",6995,6663,6241,69,80.9,80.6,81.5,100.0
48011,"Armstrong, Texas",1625,1509,1442,0,84.9,84.8,84.2,
48013,"Atascosa, Texas",41773,38394,14239,109,85.0,84.6,87.7,100.0
48015,"Austin, Texas",22765,18252,15132,1483,77.2,79.6,82.5,56.4
48017,"Bailey, Texas",5331,4616,2168,21,77.4,79.2,89.4,100.0
48019,"Bandera, Texas",18622,16642,14474,11,85.7,84.7,85.3,26.2
48021,"Bastrop, Texas",69234,48092,37366,3983,84.2,85.8,86.1,66.5
48023,"Baylor, Texas",2890,2627,2450,120,82.6,81.7,80.9,100.0
48025,"Bee, Texas",16853,15687,6632,301,67.9,67.3,78.6,74.5
48027,"Bell, Texas",291358,186117,137003,68254,86.3,87.2,88.8,83.2
48029,"Bexar, Texas",1618947,1284225,479044,120411,84.2,84.0,90.4,82.9
48031,"Blanco, Texas",10010,9070,7931,0,88.0,89.3,90.6,
48033,"Borden, Texas",530,515,456,0,86.5,86.1,88.7,
48035,"Bosque, Texas",14121,13403,11203,181,78.7,78.9,80.4,65.1
48037,"Bowie, Texas",68366,50583,46979,13572,77.9,81.6,81.7,65.3
48039,"Brazoria, Texas",312012,223823,150137,42988,89.5,88.1,90.3,93.0
48041,"Brazos, Texas",175079,136981,103398,16143,84.6,86.3,89.6,72.7
48043,"Brewster, Texas",7586,6892,3755,11,83.2,83.4,81.8,100.0
48045,"Briscoe, Texas",1063,959,624,3,73.0,76.4,73.8,25.0
48047,"Brooks, Texas",4734,4332,330,48,71.8,72.9,71.1,100.0
48049,"Brown, Texas",29258,26917,21191,908,81.1,81.1,81.4,74.5
48051,"Burleson, Texas",14246,11857,9565,1554,79.6,83.0,82.7,65.3
48053,"Burnet, Texas",37242,33819,28857,596,81.1,80.4,85.1,84.8
48055,"Caldwell, Texas",28353,23311,12047,796,74.1,74.3,78.4,50.1
48057,"Calhoun, Texas",17595,15111,7725,408,82.3,82.2,86.4,71.8
48059,"Callahan, Texas",10818,10239,9272,105,78.5,78.8,78.1,84.7
48061,"Cameron, Texas",249317,233184,29828,1667,59.6,59.0,79.9,78.5
48063,"Camp, Texas",8617,6150,4921,1560,67.2,66.1,68.7,73.7
48065,"Carson, Texas",4828,4553,4224,28,81.1,81.2,82.6,60.9
48067,"Cass, Texas",22449,17766,17507,3322,75.7,76.9,77.2,64.8
48069,"Castro, Texas",5454,4893,1881,121,71.9,70.8,78.1,80.7
48071,"Chambers, Texas",36351,31912,24648,2578,88.6,88.2,89.6,86.9
48073,"Cherokee, Texas",37439,31369,25385,3921,76.4,77.3,83.2,66.9
48075,"Childress, Texas",4647,4339,3217,164,80.9,84.7,84.9,89.1
48077,"Clay, Texas",8258,7886,7479,39,79.9,80.1,80.3,100.0
48079,"Cochran, Texas",2026,1838,758,76,73.0,73.4,77.0,64.4
48081,"Coke, Texas",2431,2196,1884,0,76.0,75.3,76.0,
48083,"Coleman, Texas",6337,5491,4986,19,76.6,75.7,78.4,14.3
48085,"Collin, Texas",906971,624064,526599,86172,93.5,93.0,95.3,91.6
48087,"Collingsworth, Texas",2240,1746,1409,151,77.1,78.3,81.2,58.1
48089,"Colorado, Texas",16323,12106,9624,1860,78.1,79.6,82.9,68.3
48091,"Comal, Texas",128866,117350,88856,2587,91.7,91.8,93.6,91.1
48093,"Comanche, Texas",10156,9460,7193,139,76.2,75.5,77.7,100.0
48095,"Concho, Texas",1743,1709,1333,26,79.4,79.4,84.2,100.0
48097,"Cooke, Texas",31325,29023,25000,590,79.5,80.0,83.9,60.6
48099,"Coryell, Texas",54594,41879,34497,5827,90.2,90.4,89.7,91.2
48101,"Cottle, Texas",1250,936,707,186,76.1,81.5,83.2,78.2
48103,"Crane, Texas",3236,2154,1197,89,68.8,87.1,83.5,76.7
48105,"Crockett, Texas",2223,1041,906,16,65.0,72.1,71.1,100.0
48107,"Crosby, Texas",4304,3882,1820,121,74.7,76.4,81.0,57.3
48109,"Culberson, Texas",1352,1032,523,0,62.0,60.5,95.3,
48111,"Dallam, Texas",5594,5154,2822,56,77.1,79.2,78.3,100.0
48113,"Dallas, Texas",2119095,1317637,679999,440268,82.2,83.4,91.1,76.1
48115,"Dawson, Texas",8059,6917,3402,231,73.0,75.1,84.5,76.5
48117,"Deaf Smith, Texas",15624,14268,4003,161,84.6,85.9,88.4,96.4
48119,"Delta, Texas",3720,3467,3239,59,71.8,76.4,77.3,13.1
48121,"Denton, Texas",767197,571839,464913,72585,93.3,93.4,95.2,91.3
48123,"DeWitt, Texas",12386,9030,7946,894,67.2,74.6,75.8,56.0
48125,"Dickens, Texas",1722,1610,1206,15,82.7,83.7,83.6,26.8
48127,"Dimmit, Texas",7455,6550,525,0,72.3,70.8,47.2,
48129,"Donley, Texas",2101,1942,1784,47,69.5,70.7,71.4,30.3
48131,"Duval, Texas",7434,7074,759,0,69.2,68.4,79.7,
48133,"Eastland, Texas",12811,12079,10453,150,74.1,74.3,74.6,47.0
48135,"Ector, Texas",138224,112797,45726,6141,87.0,88.2,89.6,82.6
48137,"Edwards, Texas",1140,1136,497,0,59.8,59.7,60.1,
48139,"Ellis, Texas",154863,128244,96413,14519,90.0,91.4,92.1,84.1
48141,"El Paso, Texas",682083,542621,86202,22618,83.1,82.3,89.6,88.7
48143,"Erath, Texas",33136,29818,25207,385,83.4,83.7,83.8,73.9
48145,"Falls, Texas",10868,8284,5902,2164,70.0,74.0,72.4,57.4
48147,"Fannin, Texas",25050,23202,20897,523,79.7,81.6,81.1,46.3
48149,"Fayette, Texas",16621,15374,12655,651,67.4,69.1,72.2,40.4
48151,"Fisher, Texas",2974,2631,1931,85,77.8,77.8,81.8,88.5
48153,"Floyd, Texas",4685,4409,1801,136,81.3,82.5,85.2,56.2
48155,"Foard, Texas",912,781,702,0,73.6,77.2,79.3,0.0
48157,"Fort Bend, Texas",714296,367167,241133,145570,94.0,93.6,96.1,93.7
48159,"Franklin, Texas",9172,7812,7087,373,86.3,85.5,84.8,80.0
48161,"Freestone, Texas",12898,10806,9228,1423,71.4,74.0,75.1,54.5
48163,"Frio, Texas",11201,9737,2333,0,71.6,71.2,84.7,
48165,"Gaines, Texas",16987,16129,9396,418,82.5,82.8,82.2,84.1
48167,"Galveston, Texas",289559,230761,170254,33453,88.6,89.4,90.7,82.9
48169,"Garza, Texas",3514,3078,2090,237,83.9,83.9,91.4,78.5
48171,"Gillespie, Texas",21859,19820,16327,16,83.7,83.4,83.8,100.0
48173,"Glasscock, Texas",1068,828,692,0,70.7,82.6,81.5,
48175,"Goliad, Texas",5595,4795,3519,279,74.9,79.0,80.4,66.1
48177,"Gonzales, Texas",16787,11458,7373,1017,82.2,84.5,87.0,76.8
48179,"Gray, Texas",16405,14173,11077,340,78.9,79.0,81.6,60.1
48181,"Grayson, Texas",105123,92474,81348,4160,81.7,83.0,83.7,60.5
48183,"Gregg, Texas",97308,74462,60088,16867,81.9,83.9,88.3,71.5
48185,"Grimes, Texas",19018,15664,11841,1918,77.6,79.9,79.2,59.6
48187,"Guadalupe, Texas",141727,105443,72435,11664,90.2,91.4,91.5,91.3
48189,"Hale, Texas",25982,22593,8617,1005,82.3,82.2,80.7,85.6
48191,"Hall, Texas",1995,1463,1158,145,66.9,62.9,70.0,74.7
48193,"Hamilton, Texas",6148,5924,5569,53,76.2,76.8,81.4,100.0
48195,"Hansford, Texas",4399,4157,2559,12,80.8,83.3,91.9,100.0
48197,"Hardeman, Texas",2906,2626,2173,139,74.3,76.4,77.4,60.4
48199,"Hardin, Texas",48735,44929,42291,2335,86.5,87.4,86.9,71.6
48201,"Harris, Texas",3923201,2482220,1265135,709219,85.2,86.1,93.0,81.6
48203,"Harrison, Texas",46130,36908,32878,7308,70.8,75.4,78.8,56.0
48205,"Hartley, Texas",3648,3270,2401,1,88.4,87.5,88.5,100.0
48207,"Haskell, Texas",3941,3607,2724,73,74.8,76.2,75.2,40.8
48209,"Hays, Texas",178709,159937,103385,5755,86.7,87.0,92.5,74.6
48211,"Hemphill, Texas",3196,2874,2061,32,80.7,79.8,82.7,94.1
48213,"Henderson, Texas",63176,57418,50439,3098,79.2,80.3,80.7,60.4
48215,"Hidalgo, Texas",596960,501739,42078,2829,70.6,68.5,82.3,76.7
48217,"Hill, Texas",28663,24888,20207,1546,82.6,83.2,82.4,70.7
48219,"Hockley, Texas",18050,15907,8592,462,80.9,80.4,82.7,71.5
48221,"Hood, Texas",50426,48194,42928,267,87.5,87.6,88.1,81.4
48223,"Hopkins, Texas",30352,26223,22549,1624,84.3,86.2,85.6,63.6
48225,"Houston, Texas",13173,10344,9681,2367,66.5,73.6,74.2,49.3
48227,"Howard, Texas",24432,20855,13756,963,77.9,79.2,82.0,59.6
48229,"Hudspeth, Texas",2070,1471,524,8,57.1,55.5,68.4,13.3
48231,"Hunt, Texas",76451,62514,56052,4472,83.7,84.9,84.7,67.2
48233,"Hutchinson, Texas",18083,16215,12936,293,85.3,85.6,86.4,91.8
48235,"Irion, Texas",1192,976,891,66,73.6,79.2,78.7,100.0
48237,"Jack, Texas",5748,5635,4962,0,74.5,75.3,76.6,0.0
48239,"Jackson, Texas",11341,10117,7187,650,77.7,79.4,84.0,66.7
48241,"Jasper, Texas",24193,19807,19231,3292,69.9,73.6,73.6,59.1
48243,"Jeff Davis, Texas",1427,1391,863,0,65.5,65.0,67.3,
48245,"Jefferson, Texas",182712,114554,83493,51087,76.7,82.2,85.4,64.3
48247,"Jim Hogg, Texas",3621,3576,385,12,69.6,69.6,91.9,100.0
48249,"Jim Wells, Texas",26037,24726,5371,79,64.2,63.9,75.8,38.3
48251,"Johnson, Texas",144516,131038,104878,4963,87.9,87.6,88.1,91.0
48253,"Jones, Texas",10339,9408,7448,180,80.9,82.9,84.1,45.2
48255,"Karnes, Texas",9080,7605,4126,171,74.8,78.1,79.9,71.8
48257,"Kaufman, Texas",102548,84120,68844,11313,83.8,84.4,88.4,78.5
48259,"Kendall, Texas",39388,35814,29350,114,90.9,91.9,93.4,68.7
48261,"Kenedy, Texas",345,345,8,0,61.3,61.3,29.6,
48263,"Kent, Texas",492,476,442,0,81.9,86.2,87.2,
48265,"Kerr, Texas",43028,38021,30057,338,85.9,85.8,87.1,56.1
48267,"Kimble, Texas",3208,2957,2494,46,74.0,74.1,76.1,100.0
48269,"King, Texas",204,201,127,0,86.1,85.9,79.9,
48271,"Kinney, Texas",1790,1759,1078,0,52.6,53.8,73.7,0.0
48273,"Kleberg, Texas",22735,20192,4627,517,78.2,78.3,79.7,61.3
48275,"Knox, Texas",2991,2484,1674,183,83.9,82.3,82.1,90.1
48277,"Lamar, Texas",34575,28313,26648,4098,70.7,71.1,73.1,66.4
48279,"Lamb, Texas",9810,8792,4034,390,75.9,75.5,80.7,79.3
48281,"Lampasas, Texas",16676,14364,12636,922,81.0,79.8,84.4,98.3
48283,"La Salle, Texas",4113,3389,837,0,63.7,59.2,95.5,
48285,"Lavaca, Texas",15964,12769,11932,741,81.5,82.6,82.6,60.2
48287,"Lee, Texas",13560,11643,8960,970,81.9,85.2,84.3,54.6
48289,"Leon, Texas",12560,11385,9919,610,73.4,74.7,76.1,52.8
48291,"Liberty, Texas",62739,50989,41668,5096,82.3,82.5,83.9,79.0
48293,"Limestone, Texas",15328,11975,9016,2187,68.2,69.1,68.3,57.3
48295,"Lipscomb, Texas",2972,2461,1863,15,88.5,89.8,88.8,100.0
48297,"Live Oak, Texas",6914,6808,5077,0,64.7,65.2,76.6,
48299,"Llano, Texas",17692,16343,15421,116,84.9,84.7,85.5,100.0
48301,"Loving, Texas",66,66,66,0,67.3,69.5,79.5,
48303,"Lubbock, Texas",240534,202415,138417,13238,82.2,84.0,88.7,66.3
48305,"Lynn, Texas",4490,4004,2480,42,77.7,77.5,86.7,67.7
48307,"McCulloch, Texas",6293,5443,3890,39,79.6,83.3,81.8,58.2
48309,"McLennan, Texas",194123,156134,115415,24297,80.3,82.1,85.3,69.7
48311,"McMullen, Texas",648,639,317,0,83.7,83.5,83.4,
48313,"Madison, Texas",8633,6729,5508,805,78.1,78.7,80.0,65.4
48315,"Marion, Texas",6896,5376,5259,1173,69.6,74.6,74.8,51.5
48317,"Martin, Texas",3959,3665,2513,0,70.8,82.4,83.2,0.0
48319,"Mason, Texas",3263,2967,2551,0,78.1,80.2,82.2,
48321,"Matagorda, Texas",25548,18644,11982,2112,70.2,75.0,75.7,56.1
48323,"Maverick, Texas",38164,35644,972,230,65.9,66.1,70.9,85.2
48325,"Medina, Texas",37857,35040,17687,322,79.6,79.9,83.3,70.9
48327,"Menard, Texas",1396,1266,880,0,67.3,75.7,77.5,
48329,"Midland, Texas",145276,120158,67999,9000,87.3,87.9,90.2,82.5
48331,"Milam, Texas",17681,15489,11395,1499,72.9,74.8,75.5,59.8
48333,"Mills, Texas",3717,3654,3139,0,78.8,78.5,84.8,
48335,"Mitchell, Texas",4873,4575,2655,69,75.2,77.6,74.0,37.5
48337,"Montague, Texas",14566,13801,13066,104,76.1,75.5,79.5,95.4
48339,"Montgomery, Texas",521364,452435,348824,23812,91.6,91.9,92.9,85.1
48341,"Moore, Texas",18212,14213,6229,319,85.8,87.2,90.7,41.2
48343,"Morris, Texas",9868,6999,6548,2321,80.8,82.8,83.3,81.6
48345,"Motley, Texas",835,744,697,19,66.7,67.9,74.8,100.0
48347,"Nacogdoches, Texas",49794,38700,30351,8144,83.2,84.8,85.2,77.7
48349,"Navarro, Texas",38544,29161,22427,3855,80.2,81.6,83.3,67.1
48351,"Newton, Texas",10389,8091,7884,1818,75.6,77.7,77.7,65.3
48353,"Nolan, Texas",11299,10222,7057,471,77.2,79.1,86.7,55.7
48355,"Nueces, Texas",300591,271921,92031,9628,85.1,85.4,89.7,75.9
48357,"Ochiltree, Texas",7908,6915,3638,73,78.6,78.3,84.0,100.0
48359,"Oldham, Texas",1334,1251,1078,16,81.2,80.9,82.7,100.0
48361,"Orange, Texas",71869,63475,59034,5794,86.3,87.1,87.8,80.4
48363,"Palo Pinto, Texas",22336,20503,17113,609,79.0,79.1,80.6,88.6
48365,"Panola, Texas",18277,15066,13647,2935,79.9,81.1,81.1,74.6
48367,"Parker, Texas",116613,109048,99148,1398,88.2,88.4,89.7,87.9
48369,"Parmer, Texas",6629,5760,2525,78,68.7,69.0,77.4,71.6
48371,"Pecos, Texas",8531,7101,2429,76,63.3,62.4,72.0,69.1
48373,"Polk, Texas",34282,29550,25987,2521,75.6,76.1,77.4,69.4
48375,"Potter, Texas",86544,69561,40928,6539,76.7,78.1,82.0,66.1
48377,"Presidio, Texas",3990,3685,715,0,57.2,56.2,79.4,
48379,"Rains, Texas",8978,8186,7916,282,76.7,78.2,79.1,71.4
48381,"Randall, Texas",118600,105906,86109,2792,90.1,90.5,91.0,83.1
48383,"Reagan, Texas",2865,1526,957,24,76.8,90.2,86.4,100.0
48385,"Real, Texas",2124,1988,1644,15,64.6,63.4,68.2,100.0
48387,"Red River, Texas",8614,6914,6463,1357,71.9,72.7,73.2,68.5
48389,"Reeves, Texas",8965,7347,2758,164,65.8,69.9,81.8,40.8
48391,"Refugio, Texas",5362,4275,2349,377,76.8,75.8,80.9,80.7
48393,"Roberts, Texas",660,660,553,0,82.0,84.4,81.9,
48395,"Robertson, Texas",13355,10537,7969,2358,79.5,82.1,83.1,68.5
48397,"Rockwall, Texas",91650,78051,65350,5378,94.9,95.0,95.4,89.3
48399,"Runnels, Texas",7672,7149,5070,185,76.2,76.4,81.8,68.8
48401,"Rusk, Texas",31783,26087,23627,4004,65.0,67.1,73.3,53.8
48403,"Sabine, Texas",8218,7487,7151,293,79.2,80.7,80.5,50.0
48405,"San Augustine, Texas",5800,4496,4134,1067,72.2,75.7,74.3,62.9
48407,"San Jacinto, Texas",22018,18865,16476,2059,78.5,78.5,78.6,80.0
48409,"San Patricio, Texas",50076,46233,22222,737,75.6,75.5,87.7,68.6
48411,"San Saba, Texas",4288,3748,2993,0,80.9,80.1,82.3,
48413,"Schleicher, Texas",2150,1309,926,16,72.1,70.6,67.3,100.0
48415,"Scurry, Texas",12033,10725,6717,340,79.3,78.5,82.5,76.7
48417,"Shackelford, Texas",2710,2582,2294,0,83.0,82.3,81.8,
48419,"Shelby, Texas",18755,14992,12373,3116,74.6,76.6,80.0,64.7
48421,"Sherman, Texas",2432,2227,1417,34,80.3,83.2,87.8,100.0
48423,"Smith, Texas",184410,144985,115474,28381,83.1,84.8,86.9,75.1
48425,"Somervell, Texas",6952,6195,5596,0,81.6,81.4,82.2,0.0
48427,"Starr, Texas",40128,38031,305,13,63.2,62.8,82.2,100.0
48429,"Stephens, Texas",7458,6843,5336,61,83.4,83.8,82.5,40.4
48431,"Sterling, Texas",1009,915,494,0,84.5,84.1,89.5,
48433,"Stonewall, Texas",1251,1169,964,12,87.5,88.6,88.9,42.9
48435,"Sutton, Texas",2126,1535,881,0,55.9,64.5,67.8,
48437,"Swisher, Texas",5289,4668,2886,286,78.1,80.0,88.6,83.9
48439,"Tarrant, Texas",1799180,1223561,881552,277971,88.8,90.1,93.3,83.4
48441,"Taylor, Texas",105170,84425,70570,7158,80.9,84.3,85.5,72.4
48443,"Terrell, Texas",624,452,278,10,69.6,76.4,78.8,100.0
48445,"Terry, Texas",8796,8155,3767,333,76.3,76.8,81.3,76.7
48447,"Throckmorton, Texas",1062,1034,932,14,74.2,73.9,76.8,100.0
48449,"Titus, Texas",24816,17835,11874,2227,76.6,78.3,81.5,77.2
48451,"Tom Green, Texas",91253,80519,50951,3280,81.6,82.3,85.4,79.9
48453,"Travis, Texas",1064927,780698,554099,79478,88.6,89.6,94.3,81.9
48455,"Trinity, Texas",9844,8996,8301,454,68.0,72.3,73.1,32.0
48457,"Tyler, Texas",13721,12445,12117,562,72.7,74.1,74.8,50.3
48459,"Upshur, Texas",33510,29367,27577,2422,82.8,83.8,84.7,73.3
48461,"Upton, Texas",2112,1115,920,117,58.7,70.0,65.8,54.7
48463,"Uvalde, Texas",18738,17716,5071,140,71.0,71.9,73.7,100.0
48465,"Val Verde, Texas",34294,31585,5833,457,72.8,72.2,84.8,79.1
48467,"Van Zandt, Texas",41779,39157,35580,1044,76.7,77.0,77.9,72.1
48469,"Victoria, Texas",67099,58636,33377,3422,73.9,73.8,82.3,64.2
48471,"Walker, Texas",45060,33303,27870,9605,82.1,82.7,84.7,79.6
48473,"Waller, Texas",34157,23393,19102,5648,72.4,79.5,87.9,62.0
48475,"Ward, Texas",8846,7627,3896,427,76.6,76.6,84.9,93.0
48477,"Washington, Texas",25776,20859,17868,3517,78.7,79.5,83.6,70.8
48479,"Webb, Texas",186246,177051,8136,886,68.9,68.3,87.0,78.9
48481,"Wharton, Texas",31140,26207,15241,3452,75.9,79.1,83.8,59.2
48483,"Wheeler, Texas",4243,3714,2882,110,80.4,80.4,80.1,65.1
48485,"Wichita, Texas",96361,79495,67234,7254,82.6,84.6,85.3,71.3
48487,"Wilbarger, Texas",8685,6575,5210,972,71.6,69.2,72.9,82.0
48489,"Willacy, Texas",13493,13289,2028,19,66.4,66.8,86.4,100.0
48491,"Williamson, Texas",510573,406219,307050,30989,94.0,93.8,95.2,90.1
48493,"Wilson, Texas",42904,39686,24354,599,88.2,88.0,88.0,94.3
48495,"Winkler, Texas",5975,5142,2204,370,76.9,75.3,80.7,96.9
48497,"Wise, Texas",52861,49573,41767,641,80.9,80.9,82.7,89.8
48499,"Wood, Texas",35305,32671,30377,803,82.5,84.1,84.7,48.5
48501,"Yoakum, Texas",6656,6403,2566,38,77.1,77.0,93.6,100.0
48503,"Young, Texas",14092,13434,11492,298,79.3,78.7,82.7,95.5
48505,"Zapata, Texas",9111,8303,489,0,63.9,62.1,76.2,
48507,"Zavala, Texas",6819,6493,151,0,57.4,57.3,26.8,0.0
49001,"Beaver, Utah",5082,4805,4497,0,78.7,79.3,82.4,
49003,"Box Elder, Utah",48698,45516,42744,290,90.9,91.2,91.6,89.2
49005,"Cache, Utah",110788,101638,93931,710,91.3,92.1,92.4,75.5
49007,"Carbon, Utah",16921,16090,14537,88,85.1,84.8,85.5,100.0
49009,"Daggett, Utah",473,473,473,0,93.8,93.8,93.8,
49011,"Davis, Utah",323352,292999,272618,3900,94.2,94.6,94.6,87.9
49013,"Duchesne, Utah",17619,15895,15147,82,89.1,89.7,89.9,100.0
49015,"Emery, Utah",8700,8482,7994,0,86.7,86.8,87.5,
49017,"Garfield, Utah",3965,3811,3708,7,83.8,86.1,87.0,100.0
49019,"Grand, Utah",8888,8234,7278,29,93.1,93.0,92.5,100.0
49021,"Iron, Utah",43967,40559,37828,243,86.9,87.2,86.9,97.2
49023,"Juab, Utah",9199,8759,8571,23,82.6,83.8,83.8,88.5
49025,"Kane, Utah",5855,5537,5481,0,80.0,81.0,81.7,
49027,"Millard, Utah",11131,10310,9565,21,88.0,90.6,91.1,100.0
49029,"Morgan, Utah",11378,10988,10847,90,97.5,97.7,97.9,100.0
49031,"Piute, Utah",1371,1336,1332,0,74.9,74.5,75.0,
49033,"Rich, Utah",2016,2016,1905,0,84.6,90.0,89.5,
49035,"Salt Lake, Utah",1018098,809867,732158,17519,90.9,91.4,92.0,82.4
49037,"San Juan, Utah",8284,5938,5509,5,55.6,82.8,84.5,100.0
49039,"Sanpete, Utah",23022,21184,20661,31,85.9,86.6,86.5,100.0
49041,"Sevier, Utah",18407,17443,16926,116,88.0,87.8,87.9,100.0
49043,"Summit, Utah",38206,35571,32677,150,93.5,93.6,94.8,51.4
49045,"Tooele, Utah",63224,57288,53065,208,94.3,95.0,95.1,72.0
49047,"Uintah, Utah",31159,28011,26142,85,87.3,89.4,89.7,68.5
49049,"Utah, Utah",532842,489217,443091,3040,90.3,90.4,91.2,92.2
49051,"Wasatch, Utah",29481,27881,25095,87,93.5,93.6,95.2,100.0
49053,"Washington, Utah",146594,133128,124189,958,89.5,89.7,89.8,91.2
49055,"Wayne, Utah",2208,2120,1994,6,83.8,83.7,83.0,100.0
49057,"Weber, Utah",225376,201867,174086,2142,90.7,91.1,92.0,84.2
50001,"Addison, Vermont",29859,28444,28205,369,88.2,88.1,88.3,87.9
50003,"Bennington, Vermont",29606,28459,28085,153,86.4,86.3,86.5,100.0
50005,"Caledonia, Vermont",23579,22704,22479,192,81.3,81.3,81.2,85.7
50007,"Chittenden, Vermont",135241,122369,120202,3301,88.5,88.8,88.8,79.0
50009,"Essex, Vermont",4913,4737,4668,61,79.6,79.5,79.3,100.0
50011,"Franklin, Vermont",42375,40305,40046,94,87.0,87.4,87.5,38.1
50013,"Grand Isle, Vermont",6340,5972,5861,50,90.3,90.1,89.9,86.2
50015,"Lamoille, Vermont",21286,20328,20123,207,86.3,86.2,86.1,81.8
50017,"Orange, Vermont",23648,22757,22515,180,83.8,83.4,83.4,93.3
50019,"Orleans, Vermont",21207,20403,20095,124,81.4,81.3,81.1,100.0
50021,"Rutland, Vermont",48229,46701,46065,326,85.1,85.0,84.9,93.7
50023,"Washington, Vermont",48383,46457,45767,355,86.3,86.4,86.4,74.9
50025,"Windham, Vermont",30739,29094,28682,286,74.9,74.5,74.7,85.9
50027,"Windsor, Vermont",47350,45500,45019,362,87.1,87.3,87.3,97.8
51001,"Accomack, Virginia",23287,17199,15304,5371,73.8,78.1,78.9,62.2
51003,"Albemarle, Virginia",88473,74019,69927,7508,88.3,88.9,89.2,79.8
51005,"Alleghany, Virginia",11222,10531,10391,460,75.8,76.6,76.4,56.1
51007,"Amelia, Virginia",9855,7808,7579,1663,76.9,80.4,80.4,61.1
51009,"Amherst, Virginia",22664,18018,17585,3461,73.9,75.9,76.0,65.1
51011,"Appomattox, Virginia",11891,9943,9832,1639,76.1,81.5,82.0,53.0
51013,"Arlington, Virginia",213105,157450,136703,16928,92.6,95.5,96.4,83.0
51015,"Augusta, Virginia",57632,54661,53869,1215,81.3,81.2,81.5,83.0
51017,"Bath, Virginia",3227,2972,2897,55,78.7,77.9,77.5,65.5
51019,"Bedford, Virginia",62530,56574,55355,3344,80.3,81.1,80.9,63.2
51021,"Bland, Virginia",4204,4175,4118,0,76.6,77.2,77.2,0.0
51023,"Botetourt, Virginia",28040,26466,26130,675,85.0,85.0,85.1,72.0
51025,"Brunswick, Virginia",10521,4969,4801,5166,74.4,80.3,79.7,69.3
51027,"Buchanan, Virginia",14710,14140,14128,150,70.4,69.7,69.7,90.4
51029,"Buckingham, Virginia",9882,7222,7170,2313,66.2,74.3,74.2,49.3
51031,"Campbell, Virginia",43053,35390,34941,5853,78.8,79.3,80.1,77.4
51033,"Caroline, Virginia",22127,15374,15122,5085,78.7,83.8,83.9,66.1
51035,"Carroll, Virginia",22528,21836,21369,196,76.0,75.6,76.3,100.0
51036,"Charles City, Virginia",4611,2247,2182,1841,65.7,73.3,73.5,57.8
51037,"Charlotte, Virginia",7517,5560,5544,1786,63.3,66.8,68.6,53.8
51041,"Chesterfield, Virginia",316276,214774,197896,70049,93.1,93.5,93.7,91.1
51043,"Clarke, Virginia",12259,11127,10601,565,86.2,86.8,86.2,78.8
51045,"Craig, Virginia",4040,3977,3977,0,79.3,79.0,79.0,
51047,"Culpeper, Virginia",43816,33985,31453,5502,88.2,89.3,88.9,80.3
51049,"Cumberland, Virginia",6661,4606,4594,1494,68.1,74.3,74.2,50.6
51051,"Dickenson, Virginia",9383,9269,9220,29,65.7,65.9,65.8,100.0
51053,"Dinwiddie, Virginia",22215,14905,14157,6419,80.2,82.5,81.7,74.3
51057,"Essex, Virginia",7253,4768,4721,1971,66.9,79.3,79.6,46.1
51059,"Fairfax, Virginia",1079301,666331,556741,102535,94.9,95.8,96.6,93.4
51061,"Fauquier, Virginia",63332,55088,51050,4463,91.3,91.6,91.9,88.3
51063,"Floyd, Virginia",12589,12191,12007,78,80.6,81.9,82.5,33.5
51065,"Fluvanna, Virginia",22392,18720,18375,2593,88.4,90.9,91.5,77.1
51067,"Franklin, Virginia",42347,38371,37428,2452,77.5,78.1,77.8,66.8
51069,"Frederick, Virginia",71450,65167,60858,2640,84.0,84.1,85.5,87.7
51071,"Giles, Virginia",13234,12789,12504,279,79.6,79.4,79.1,82.8
51073,"Gloucester, Virginia",32466,28717,27577,2703,87.8,88.2,87.7,82.8
51075,"Goochland, Virginia",19015,16053,15568,2280,87.6,90.5,90.7,72.3
51077,"Grayson, Virginia",11133,10623,10258,321,76.2,75.9,75.4,86.3
51079,"Greene, Virginia",17098,14903,14124,867,88.1,88.6,88.1,83.7
51081,"Greensville, Virginia",5455,2543,2424,2845,66.2,74.2,73.6,60.1
51083,"Halifax, Virginia",21868,14250,13878,6453,64.8,68.6,68.5,55.8
