Geographic Area Name,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate
"Madison Parish, Louisiana",73.9,12.8,83.5,20.6,83.3,20.8,67.2,7.9
"Morehouse Parish, Louisiana",79.5,13.0,86.1,17.6,86.2,17.7,71.9,7.3
"Natchitoches Parish, Louisiana",88.4,19.0,90.9,23.7,90.8,23.6,84.4,11.4
"Orleans Parish, Louisiana",86.5,37.6,95.7,63.9,96.8,65.7,81.0,19.7
"Ouachita Parish, Louisiana",86.5,24.2,90.0,29.7,90.2,29.6,80.1,13.6
"Plaquemines Parish, Louisiana",83.7,19.1,88.8,22.3,89.5,23.1,75.4,12.9
"Pointe Coupee Parish, Louisiana",79.8,14.9,84.5,18.4,84.8,18.7,71.8,7.6
"Rapides Parish, Louisiana",85.5,20.9,89.3,23.6,89.8,23.5,78.6,13.8
"Red River Parish, Louisiana",80.8,13.9,82.1,13.9,82.8,13.7,78.5,14.1
"Richland Parish, Louisiana",78.3,13.2,80.6,15.9,80.5,16.2,73.3,7.8
"Sabine Parish, Louisiana",85.7,13.3,87.7,15.5,88.1,15.7,84.0,4.8
"St. Bernard Parish, Louisiana",80.2,11.6,80.3,11.3,80.5,11.3,83.0,11.9
"St. Charles Parish, Louisiana",90.0,25.3,91.9,27.3,92.2,27.5,84.7,16.9
"St. Helena Parish, Louisiana",77.5,16.7,79.1,15.4,80.1,15.6,76.0,18.0
"St. James Parish, Louisiana",85.4,16.3,88.6,18.1,88.5,17.9,81.6,14.9
"St. John the Baptist Parish, Louisiana",86.1,15.9,86.1,16.4,87.0,17.2,85.5,15.1
"St. Landry Parish, Louisiana",76.7,14.8,79.8,17.4,80.2,17.5,72.5,10.5
"St. Martin Parish, Louisiana",81.9,14.5,84.4,15.6,85.1,15.9,76.6,11.7
"St. Mary Parish, Louisiana",82.8,10.2,85.3,12.1,85.9,12.2,80.7,8.1
"St. Tammany Parish, Louisiana",90.5,33.8,91.7,35.5,92.3,36.2,85.5,21.7
"Tangipahoa Parish, Louisiana",83.6,20.0,86.1,22.8,86.7,23.2,76.8,11.5
"Tensas Parish, Louisiana",77.5,11.4,82.1,16.1,82.6,16.4,74.7,7.1
"Terrebonne Parish, Louisiana",79.0,15.6,80.6,16.6,80.9,17.0,77.9,12.2
"Union Parish, Louisiana",85.7,17.2,89.9,20.0,90.3,20.6,76.8,7.2
"Vermilion Parish, Louisiana",77.9,14.2,80.9,15.9,81.4,16.0,70.8,5.2
"Vernon Parish, Louisiana",86.8,17.5,86.6,17.0,86.6,16.8,87.4,18.7
"Washington Parish, Louisiana",79.5,11.6,82.1,11.7,82.4,11.7,74.1,11.1
"Webster Parish, Louisiana",83.9,15.4,87.8,16.6,88.1,16.5,75.8,12.8
"West Baton Rouge Parish, Louisiana",87.2,22.0,91.9,24.1,93.9,24.8,80.1,18.8
"West Carroll Parish, Louisiana",78.8,11.7,80.9,13.5,81.1,13.7,65.6,4.3
"West Feliciana Parish, Louisiana",82.1,24.2,88.5,30.9,89.6,31.6,74.4,15.6
"Winn Parish, Louisiana",81.8,13.9,86.0,17.9,85.7,17.8,73.3,5.4
"Androscoggin, Maine",90.2,22.8,90.9,23.0,90.9,23.1,58.2,16.0
"Aroostook, Maine",88.6,19.2,88.9,19.1,88.9,18.9,70.2,30.3
"Cumberland, Maine",95.1,47.6,95.9,48.3,96.0,48.3,81.2,29.1
"Franklin, Maine",92.6,24.8,92.5,25.0,92.6,24.9,95.7,21.7
"Hancock, Maine",94.1,34.1,94.3,33.7,94.3,33.7,98.7,46.8
"Kennebec, Maine",92.5,28.1,92.8,27.9,92.8,27.8,81.2,31.0
"Knox, Maine",93.6,33.5,93.8,33.7,93.8,33.5,77.2,30.2
"Lincoln, Maine",93.1,33.5,93.2,33.8,93.1,33.7,78.5,9.7
"Oxford, Maine",91.9,19.2,91.9,19.0,91.9,19.1,96.3,25.6
"Penobscot, Maine",92.0,27.7,92.1,27.4,92.1,27.4,95.2,34.9
"Piscataquis, Maine",90.3,18.4,90.1,17.9,90.0,17.8,100.0,0.0
"Sagadahoc, Maine",94.0,36.4,94.1,37.0,94.2,37.0,99.5,0.0
"Somerset, Maine",88.4,16.5,88.7,16.4,88.7,16.3,83.3,5.2
"Waldo, Maine",92.2,31.4,92.0,31.3,92.1,31.3,95.4,32.3
"Washington, Maine",89.3,22.0,89.4,22.3,89.5,22.3,98.3,18.1
"York, Maine",93.2,32.5,93.4,32.8,93.4,32.9,96.7,18.0
"Allegany, Maryland",90.2,18.9,91.4,20.1,91.6,20.1,74.2,2.6
"Anne Arundel, Maryland",92.4,41.7,93.6,43.6,94.2,44.1,91.8,33.5
"Baltimore, Maryland",91.5,39.4,91.9,41.0,92.9,41.6,92.6,32.5
"Calvert, Maryland",94.7,32.4,95.6,33.6,95.5,33.2,88.7,19.9
"Caroline, Maryland",84.3,18.4,86.5,18.9,88.0,19.1,79.0,15.2
"Carroll, Maryland",92.7,36.4,93.2,36.4,93.4,36.6,87.3,26.7
"Cecil, Maryland",89.5,23.9,89.9,24.0,90.3,24.0,86.5,21.8
"Charles, Maryland",93.2,28.9,93.0,28.6,93.5,28.7,94.0,27.9
"Dorchester, Maryland",87.9,21.2,90.9,24.1,91.1,24.1,82.9,12.9
"Frederick, Maryland",92.5,41.4,93.1,42.0,94.8,43.4,92.7,30.7
"Garrett, Maryland",89.8,20.9,89.9,20.8,89.9,20.7,75.0,1.2
"Harford, Maryland",92.7,36.7,93.0,36.9,93.0,36.9,92.3,32.6
"Howard, Maryland",95.5,62.6,96.2,63.1,97.4,65.0,96.2,53.4
"Kent, Maryland",88.6,35.1,90.2,38.1,91.1,38.0,79.7,19.4
"Montgomery, Maryland",91.0,58.9,94.6,66.7,97.8,72.5,92.7,44.8
"Prince George's, Maryland",86.7,33.1,88.2,42.7,94.3,48.1,93.3,33.4
"Queen Anne's, Maryland",93.2,36.5,93.8,38.1,94.2,38.1,89.3,15.0
"St. Mary's, Maryland",89.8,31.9,91.4,34.5,91.8,34.8,82.6,14.6
"Somerset, Maryland",81.3,14.4,84.4,17.4,84.5,17.6,77.2,9.8
"Talbot, Maryland",91.2,40.6,92.7,43.9,94.7,45.0,80.8,17.0
"Washington, Maryland",87.2,21.9,88.0,22.2,88.3,22.4,82.1,14.5
"Wicomico, Maryland",87.2,27.2,89.7,30.8,90.7,31.4,83.3,16.8
"Worcester, Maryland",91.3,29.0,92.7,31.0,93.4,31.3,81.0,13.8
"Baltimore city, Maryland",85.2,31.9,89.5,56.3,90.9,57.9,83.0,16.6
"Barnstable, Massachusetts",95.5,43.4,96.0,44.6,96.5,45.1,89.4,17.1
"Berkshire, Massachusetts",91.3,33.6,92.1,34.2,92.3,34.6,85.3,19.1
"Bristol, Massachusetts",85.7,28.7,86.6,29.6,86.8,29.7,87.1,25.6
"Dukes, Massachusetts",94.8,44.9,96.0,46.6,96.3,47.1,74.5,36.2
"Essex, Massachusetts",89.3,39.9,92.5,43.1,94.8,45.9,84.4,24.7
"Franklin, Massachusetts",93.3,37.3,93.7,36.9,93.8,37.0,93.5,45.5
"Hampden, Massachusetts",85.8,27.1,87.0,28.2,91.4,32.0,86.2,22.1
"Hampshire, Massachusetts",94.7,48.3,95.1,48.3,95.4,48.6,94.3,27.2
"Middlesex, Massachusetts",93.4,56.3,95.0,56.9,95.7,57.8,88.7,34.0
"Nantucket, Massachusetts",95.6,52.8,97.0,54.8,97.2,55.7,78.6,17.1
"Norfolk, Massachusetts",93.9,53.6,96.0,54.9,96.1,54.9,89.8,35.8
"Plymouth, Massachusetts",92.9,37.6,95.3,40.2,95.6,40.5,78.7,20.0
"Suffolk, Massachusetts",86.3,46.1,91.7,58.7,95.4,64.8,84.0,22.1
"Worcester, Massachusetts",90.7,36.4,92.0,36.2,93.4,37.7,87.1,32.6
"Alcona, Michigan",89.3,16.9,89.8,17.0,89.7,17.1,54.8,0.0
"Alger, Michigan",89.9,17.4,90.4,18.7,90.7,18.7,78.2,3.3
"Allegan, Michigan",90.9,22.6,91.4,22.9,92.5,23.4,90.7,10.3
"Alpena, Michigan",91.9,18.0,92.1,17.7,92.1,17.6,70.2,10.7
"Antrim, Michigan",91.7,28.8,92.1,29.4,92.4,29.4,89.1,0.0
"Arenac, Michigan",88.5,12.6,88.7,12.5,88.9,12.6,51.1,12.8
"Baraga, Michigan",89.2,15.8,92.7,18.3,92.6,18.5,59.7,4.8
"Barry, Michigan",92.7,21.1,93.3,21.1,93.5,21.2,75.4,11.4
"Bay, Michigan",90.5,19.3,90.7,19.3,91.1,19.7,80.1,8.0
"Benzie, Michigan",93.3,30.3,93.4,30.3,93.6,30.5,75.0,0.0
"Berrien, Michigan",89.7,27.8,91.5,28.9,92.0,28.9,78.5,14.2
"Branch, Michigan",89.1,14.4,89.5,14.5,90.0,14.6,83.7,2.9
"Calhoun, Michigan",91.0,21.0,91.3,21.5,91.9,21.8,90.0,13.8
"Cass, Michigan",87.7,19.2,88.4,19.6,88.8,19.7,86.2,15.7
"Charlevoix, Michigan",94.0,31.1,94.2,31.8,94.5,31.8,96.1,9.2
"Cheboygan, Michigan",90.1,20.7,90.4,21.0,90.8,21.1,77.2,15.0
"Chippewa, Michigan",90.0,21.2,91.7,24.8,91.6,24.9,82.0,2.1
"Clare, Michigan",84.5,12.6,84.5,12.6,84.5,12.7,85.6,13.7
"Clinton, Michigan",94.5,32.1,94.7,31.8,95.1,32.3,86.9,40.1
"Crawford, Michigan",89.9,19.4,90.3,19.6,90.4,19.7,46.8,11.3
"Delta, Michigan",94.1,21.0,94.3,21.5,94.3,21.5,93.4,6.6
"Dickinson, Michigan",95.0,25.7,95.2,25.7,95.2,25.7,91.8,23.1
"Eaton, Michigan",94.3,27.8,94.5,27.1,94.6,27.2,93.0,34.4
"Emmet, Michigan",93.9,33.4,94.2,34.5,94.2,34.2,76.2,7.6
"Genesee, Michigan",90.6,21.2,91.6,22.8,91.8,22.9,87.5,12.8
"Gladwin, Michigan",87.0,13.5,87.0,13.6,87.3,13.7,100.0,0.0
"Gogebic, Michigan",93.7,19.4,94.6,20.3,94.6,20.4,73.7,0.0
"Grand Traverse, Michigan",95.2,36.0,95.7,36.7,95.8,36.9,91.8,7.2
"Gratiot, Michigan",91.1,15.4,91.8,16.2,92.0,16.2,82.0,4.8
"Hillsdale, Michigan",88.2,17.3,88.4,17.2,88.6,17.4,71.1,9.4
"Houghton, Michigan",92.8,32.6,92.8,31.8,92.8,31.8,98.5,13.4
"Huron, Michigan",89.1,16.0,89.3,15.8,89.4,15.8,96.4,0.0
"Ingham, Michigan",92.9,38.9,94.4,39.3,95.0,40.0,88.8,26.6
"Ionia, Michigan",90.5,16.4,91.2,17.1,91.5,17.2,85.5,5.4
"Iosco, Michigan",88.9,15.9,89.0,15.9,88.9,16.0,90.0,10.7
"Iron, Michigan",91.1,18.5,91.3,18.9,91.5,19.1,80.7,1.8
"Isabella, Michigan",91.5,29.1,92.2,28.6,92.3,28.6,94.0,44.4
"Jackson, Michigan",90.8,22.2,91.7,22.6,91.9,22.7,81.3,15.5
"Kalamazoo, Michigan",93.6,38.8,94.7,40.4,95.3,40.6,85.9,23.2
"Kalkaska, Michigan",87.3,11.9,87.3,12.0,87.2,12.0,86.5,6.3
"Kent, Michigan",90.7,35.7,93.3,38.3,94.8,39.5,85.8,19.7
"Keweenaw, Michigan",96.4,32.0,96.4,31.9,96.4,31.7,100.0,25.0
"Lake, Michigan",82.4,11.9,83.2,12.3,83.5,12.4,75.5,9.6
"Lapeer, Michigan",90.9,18.3,91.5,18.3,92.4,18.6,71.8,7.1
"Leelanau, Michigan",95.7,44.7,96.2,46.4,96.7,47.0,100.0,0.0
"Lenawee, Michigan",90.9,21.0,91.3,21.3,92.3,21.9,78.6,9.4
"Livingston, Michigan",95.2,35.4,95.4,35.3,95.5,35.4,84.7,21.5
"Luce, Michigan",88.4,18.4,90.3,19.4,90.2,19.2,76.2,6.1
"Mackinac, Michigan",90.7,23.3,92.7,26.0,92.6,26.2,73.2,12.0
"Macomb, Michigan",89.9,24.9,90.4,24.9,90.6,25.0,89.8,16.6
"Manistee, Michigan",89.9,20.3,90.5,21.2,90.9,21.3,73.0,0.4
"Marquette, Michigan",95.0,32.9,95.3,33.6,95.5,33.7,80.8,12.4
"Mason, Michigan",92.1,23.1,92.3,23.2,92.7,23.4,85.8,11.7
"Mecosta, Michigan",90.2,22.7,90.2,22.3,90.3,22.3,89.6,13.0
"Menominee, Michigan",92.5,16.3,92.6,16.4,92.6,16.3,85.4,4.2
"Midland, Michigan",94.2,35.2,94.3,34.2,94.3,34.1,91.6,48.7
"Missaukee, Michigan",89.5,14.0,89.8,13.9,90.3,14.0,70.8,0.0
"Monroe, Michigan",91.4,20.5,91.6,20.7,91.6,20.7,89.2,12.0
"Montcalm, Michigan",88.7,13.3,89.0,13.5,89.2,13.8,80.4,4.1
"Montmorency, Michigan",86.9,13.7,86.9,13.3,86.9,13.3,95.2,71.4
"Muskegon, Michigan",91.3,19.7,93.0,21.3,93.5,21.8,82.0,9.3
"Newaygo, Michigan",88.1,16.6,88.9,16.6,89.1,16.8,75.1,20.9
"Oakland, Michigan",94.1,47.2,94.4,46.9,94.9,47.3,92.6,32.2
"Oceana, Michigan",87.2,19.5,87.8,19.8,91.1,21.0,50.7,5.8
"Ogemaw, Michigan",85.9,12.2,85.9,12.1,85.8,11.9,65.3,6.1
"Ontonagon, Michigan",92.5,16.5,92.8,16.4,92.8,16.4,81.0,23.8
"Osceola, Michigan",88.7,14.2,88.8,14.4,89.0,14.3,73.9,0.0
"Oscoda, Michigan",83.4,10.6,83.8,10.9,84.0,11.0,70.6,0.0
"Otsego, Michigan",92.0,23.6,92.3,23.5,92.3,23.5,89.3,8.9
"Ottawa, Michigan",93.0,34.1,94.4,35.1,95.5,36.1,88.6,13.8
"Presque Isle, Michigan",89.6,17.9,89.7,17.8,89.7,17.9,92.7,7.3
"Roscommon, Michigan",89.9,15.5,89.7,15.6,89.7,15.6,100.0,0.0
"Saginaw, Michigan",89.4,20.8,91.2,22.6,91.9,23.2,83.1,9.8
"St. Clair, Michigan",90.8,18.6,91.0,18.7,91.2,18.8,87.2,13.4
"St. Joseph, Michigan",87.0,16.2,88.0,16.6,89.4,17.0,85.0,10.0
"Sanilac, Michigan",88.4,14.2,88.5,14.2,89.0,14.3,80.1,2.6
"Schoolcraft, Michigan",90.6,15.6,91.1,15.8,91.3,15.9,61.3,22.6
"Shiawassee, Michigan",92.2,17.0,92.3,17.1,92.2,17.0,99.6,7.1
"Tuscola, Michigan",89.3,13.5,89.4,13.6,89.7,13.8,95.0,6.8
"Van Buren, Michigan",87.1,21.7,89.5,22.7,90.6,23.5,77.0,13.7
"Washtenaw, Michigan",95.3,55.9,96.3,57.7,96.7,58.3,89.2,27.4
"Wayne, Michigan",86.5,23.9,88.9,28.9,90.0,29.6,84.2,14.0
"Wexford, Michigan",89.6,18.2,89.8,18.1,89.8,18.1,70.1,1.5
"Aitkin, Minnesota",91.2,18.1,91.4,17.9,91.5,17.8,69.4,19.4
"Anoka, Minnesota",94.0,30.5,95.3,30.8,95.8,31.0,88.9,27.4
"Becker, Minnesota",93.1,25.0,94.0,25.8,94.1,26.0,96.6,13.5
"Beltrami, Minnesota",92.1,29.2,93.8,33.5,93.8,33.2,92.7,24.8
"Benton, Minnesota",91.7,23.6,93.3,23.2,93.3,23.3,60.6,18.9
"Big Stone, Minnesota",92.6,15.4,92.5,15.7,93.2,15.7,,
"Blue Earth, Minnesota",94.5,34.8,95.0,34.6,95.6,35.1,88.3,38.8
"Brown, Minnesota",93.5,22.2,93.7,22.8,94.1,23.0,90.1,0.0
"Carlton, Minnesota",94.0,22.1,95.2,23.3,95.2,23.3,84.8,4.0
"Carver, Minnesota",96.1,48.9,96.7,49.1,97.5,50.0,88.4,42.2
"Cass, Minnesota",92.2,23.2,92.8,24.7,93.2,24.7,88.2,27.6
"Chippewa, Minnesota",89.4,19.0,91.1,19.9,91.3,20.1,100.0,50.9
"Chisago, Minnesota",94.6,21.5,95.1,22.0,95.3,22.2,84.6,2.5
"Clay, Minnesota",94.9,34.2,95.8,34.9,96.3,35.2,78.9,33.0
"Clearwater, Minnesota",86.1,17.1,88.3,17.9,88.2,18.0,50.0,0.0
"Cook, Minnesota",97.1,40.4,98.3,42.9,98.3,42.9,100.0,100.0
"Cottonwood, Minnesota",89.4,20.0,92.8,21.3,93.9,21.4,96.2,0.0
"Crow Wing, Minnesota",94.1,24.7,94.2,24.8,94.2,24.9,85.7,12.0
"Dakota, Minnesota",95.1,42.2,96.8,43.5,97.6,44.2,88.7,27.1
"Dodge, Minnesota",94.9,25.7,96.0,26.2,96.3,26.5,89.8,0.0
"Douglas, Minnesota",95.1,26.0,95.7,26.4,95.7,26.5,76.6,20.6
"Faribault, Minnesota",92.6,18.6,92.9,18.8,94.5,19.5,100.0,0.0
"Fillmore, Minnesota",91.0,22.2,91.0,22.1,91.6,22.2,92.5,19.4
"Freeborn, Minnesota",88.8,17.1,90.7,17.8,92.1,18.5,91.6,4.2
"Goodhue, Minnesota",94.4,26.0,94.9,26.5,95.3,26.6,90.1,25.7
"Grant, Minnesota",92.9,18.8,92.9,18.5,92.8,18.6,100.0,0.0
"Hennepin, Minnesota",93.3,50.1,97.0,55.3,97.8,56.1,80.3,19.6
"Houston, Minnesota",95.1,24.8,95.3,25.0,95.3,25.1,90.7,10.9
"Hubbard, Minnesota",93.0,27.4,93.8,27.9,93.9,28.0,88.1,5.1
"Isanti, Minnesota",92.5,18.5,92.8,18.4,93.0,18.6,81.7,33.9
"Itasca, Minnesota",94.0,23.1,94.4,23.5,94.5,23.6,60.2,9.7
"Jackson, Minnesota",92.7,22.6,94.4,22.4,94.8,22.7,100.0,51.3
"Kanabec, Minnesota",90.2,14.7,90.3,14.8,90.4,14.9,91.3,8.7
"Kandiyohi, Minnesota",89.0,23.3,91.5,24.4,94.0,25.5,59.6,6.8
"Kittson, Minnesota",94.5,25.9,94.7,25.7,94.7,25.8,72.2,5.6
"Koochiching, Minnesota",91.9,15.5,92.5,15.9,92.4,15.9,53.7,7.3
"Lac qui Parle, Minnesota",93.3,18.8,93.9,18.9,94.1,18.9,89.8,40.8
"Lake, Minnesota",94.7,28.8,94.8,28.6,94.8,28.7,73.1,0.0
"Lake of the Woods, Minnesota",93.0,16.7,93.3,16.8,93.3,16.8,0.0,0.0
"Le Sueur, Minnesota",93.9,23.0,94.2,23.2,95.1,23.6,83.5,0.0
"Lincoln, Minnesota",91.9,19.3,92.0,19.6,92.5,19.8,95.7,0.0
"Lyon, Minnesota",92.0,26.1,94.8,27.5,95.3,27.8,63.4,16.2
"McLeod, Minnesota",93.1,17.6,93.6,17.9,94.5,18.3,98.1,4.9
"Mahnomen, Minnesota",86.9,13.2,90.2,17.4,90.0,17.6,30.0,0.0
"Marshall, Minnesota",90.0,19.1,90.4,19.1,91.9,19.5,47.1,11.8
"Martin, Minnesota",93.2,20.5,93.3,20.7,93.5,20.8,58.3,0.0
"Meeker, Minnesota",92.6,19.5,92.7,19.6,93.6,19.9,100.0,4.6
"Mille Lacs, Minnesota",89.8,14.7,90.4,15.0,90.4,14.9,54.8,19.4
"Morrison, Minnesota",90.7,17.3,91.3,17.4,91.4,17.5,97.5,0.0
"Mower, Minnesota",87.6,22.2,90.9,22.3,93.4,23.0,71.2,18.1
"Murray, Minnesota",90.2,20.7,91.5,20.8,92.7,21.2,48.3,24.1
"Nicollet, Minnesota",94.0,33.8,95.4,34.2,96.6,35.1,62.9,15.1
"Nobles, Minnesota",76.3,15.3,82.4,16.8,91.7,19.8,74.7,18.4
"Norman, Minnesota",91.9,19.1,92.4,19.4,93.2,19.8,80.0,0.0
"Olmsted, Minnesota",94.6,44.9,96.3,45.5,97.1,46.0,77.4,18.8
"Otter Tail, Minnesota",92.1,24.9,92.9,25.3,93.3,25.5,59.4,22.5
"Pennington, Minnesota",93.2,19.3,93.5,19.6,94.4,19.9,68.2,0.0
"Pine, Minnesota",90.4,14.9,90.8,15.2,90.8,15.4,94.8,8.0
"Pipestone, Minnesota",89.6,21.3,91.1,22.3,92.1,22.7,37.8,0.0
"Polk, Minnesota",91.9,25.3,92.6,25.7,93.7,26.3,75.9,30.8
"Pope, Minnesota",94.0,22.9,94.4,22.9,94.4,22.9,100.0,50.0
"Ramsey, Minnesota",90.3,42.3,95.5,48.2,96.7,49.6,82.5,20.5
"Red Lake, Minnesota",92.6,16.2,92.6,16.3,93.4,16.7,100.0,0.0
"Redwood, Minnesota",90.9,19.1,92.3,19.2,92.5,19.4,95.7,4.3
"Renville, Minnesota",90.5,15.2,92.3,16.0,92.6,16.0,94.6,0.0
"Rice, Minnesota",91.1,28.3,94.7,30.6,95.2,31.0,60.8,7.5
"Rock, Minnesota",93.3,23.8,93.2,23.1,93.3,23.5,100.0,0.0
"Roseau, Minnesota",92.9,20.3,92.9,20.7,92.9,20.7,100.0,50.0
"St. Louis, Minnesota",94.5,29.3,95.3,29.9,95.4,29.8,80.7,19.2
"Scott, Minnesota",94.7,39.9,96.5,41.5,97.0,41.9,87.5,37.3
"Sherburne, Minnesota",94.6,26.6,95.4,27.0,95.5,27.2,74.4,18.6
"Sibley, Minnesota",90.7,16.4,91.3,16.7,93.8,17.4,79.5,1.3
"Stearns, Minnesota",91.7,27.5,93.7,28.2,94.2,28.3,60.7,12.2
"Steele, Minnesota",92.5,26.0,94.0,27.3,94.8,27.8,64.2,0.0
"Stevens, Minnesota",94.0,30.5,94.1,28.6,94.1,27.6,87.7,33.8
"Swift, Minnesota",90.6,19.6,92.4,20.3,93.5,20.8,57.6,0.0
"Todd, Minnesota",87.0,15.1,88.3,15.2,89.5,15.3,29.4,15.1
"Traverse, Minnesota",93.3,17.5,93.2,18.7,93.0,18.8,100.0,14.3
"Wabasha, Minnesota",93.4,23.7,94.2,24.2,94.5,24.3,99.2,0.0
"Wadena, Minnesota",90.6,13.8,90.9,14.0,90.9,14.1,59.5,4.1
"Waseca, Minnesota",93.0,21.4,94.2,21.9,94.9,22.4,79.2,5.4
"Washington, Minnesota",96.1,44.3,97.2,44.6,97.6,44.8,86.4,29.8
"Watonwan, Minnesota",84.5,15.5,88.6,16.8,92.4,18.7,76.8,8.9
"Wilkin, Minnesota",94.9,23.8,94.9,23.6,94.9,23.6,100.0,71.4
"Winona, Minnesota",93.5,30.1,93.6,30.1,93.7,30.4,91.3,33.7
"Wright, Minnesota",94.9,29.6,95.3,29.5,95.4,29.7,90.5,50.5
"Yellow Medicine, Minnesota",91.3,17.2,92.4,17.6,93.1,17.9,71.2,0.0
"Adams, Mississippi",77.9,17.4,78.4,18.6,81.9,21.3,78.3,16.8
"Alcorn, Mississippi",81.3,17.1,82.2,18.2,82.5,18.2,79.5,8.1
"Amite, Mississippi",81.9,12.6,86.5,12.4,86.5,12.4,74.6,12.7
"Attala, Mississippi",77.6,13.9,88.9,17.1,88.8,16.8,63.2,9.3
"Benton, Mississippi",72.6,11.5,74.4,14.8,74.2,14.8,72.8,6.0
"Bolivar, Mississippi",77.8,23.6,85.9,40.6,85.7,39.9,73.2,13.7
"Calhoun, Mississippi",77.5,11.8,79.9,14.4,80.1,14.4,75.7,6.2
"Carroll, Mississippi",80.2,12.2,82.8,14.7,83.0,14.7,74.6,7.3
"Chickasaw, Mississippi",75.4,12.4,79.9,16.2,80.2,16.3,68.3,8.4
"Choctaw, Mississippi",80.5,19.1,84.1,24.9,84.0,24.9,71.3,4.6
"Claiborne, Mississippi",80.3,24.0,88.4,30.5,88.3,30.2,78.4,23.4
"Clarke, Mississippi",82.9,12.5,84.4,12.7,84.4,12.5,79.4,11.8
"Clay, Mississippi",81.7,20.4,89.2,29.9,89.2,29.9,75.8,12.3
"Coahoma, Mississippi",79.5,16.5,87.8,25.3,88.1,25.4,77.2,13.2
"Copiah, Mississippi",80.2,14.5,86.4,18.3,87.0,18.4,75.2,11.0
"Covington, Mississippi",83.2,14.7,87.2,16.9,87.4,16.5,74.9,10.4
"DeSoto, Mississippi",90.4,25.0,91.5,25.5,92.0,25.6,89.9,23.7
"Forrest, Mississippi",87.4,27.8,90.4,33.4,90.8,33.7,82.1,14.8
"Franklin, Mississippi",84.6,12.0,88.3,14.1,88.3,14.2,76.8,7.5
"George, Mississippi",84.3,13.8,85.8,14.7,86.0,14.6,72.3,3.1
"Greene, Mississippi",76.2,9.7,81.8,11.5,82.0,10.9,61.2,5.2
"Grenada, Mississippi",80.8,21.3,85.5,25.3,85.4,25.2,74.2,15.2
"Hancock, Mississippi",87.5,22.0,88.5,23.4,88.6,23.2,78.4,7.1
"Harrison, Mississippi",88.3,23.1,89.4,25.2,89.7,25.4,87.3,16.1
"Hinds, Mississippi",87.5,29.0,93.5,44.5,94.0,44.6,85.4,22.4
"Holmes, Mississippi",76.8,10.2,85.7,23.8,85.9,23.9,74.8,7.3
"Humphreys, Mississippi",69.9,12.8,86.0,21.7,86.9,21.9,65.0,10.2
"Issaquena, Mississippi",60.5,3.2,84.6,8.9,84.6,8.9,46.8,0.0
"Itawamba, Mississippi",79.1,13.2,79.6,13.6,80.0,13.8,76.9,6.8
"Jackson, Mississippi",88.7,21.1,90.1,23.2,90.6,23.6,87.6,14.3
"Jasper, Mississippi",84.2,15.1,87.4,20.5,87.4,20.5,81.0,10.1
"Jefferson, Mississippi",78.0,15.9,89.5,30.8,89.2,31.7,75.7,13.2
"Jefferson Davis, Mississippi",82.4,14.1,85.8,16.9,85.7,17.0,79.7,11.8
"Jones, Mississippi",84.1,20.8,86.1,23.2,88.0,23.9,78.8,13.4
"Kemper, Mississippi",82.1,14.7,84.5,18.5,84.7,18.6,80.9,12.7
"Lafayette, Mississippi",90.4,45.6,93.7,52.5,93.9,52.6,82.9,25.4
"Lamar, Mississippi",89.4,34.1,90.1,35.4,90.5,35.8,87.5,27.8
"Lauderdale, Mississippi",84.5,19.7,90.8,24.6,90.9,24.9,75.5,11.9
"Lawrence, Mississippi",81.7,17.6,85.4,18.4,85.3,18.4,76.0,16.2
"Leake, Mississippi",78.6,14.3,82.5,16.2,83.2,16.6,74.1,11.6
"Lee, Mississippi",83.6,24.4,86.4,27.7,87.2,27.8,77.1,14.7
"Leflore, Mississippi",81.6,18.5,87.8,30.0,90.2,31.7,79.2,13.5
"Lincoln, Mississippi",86.3,16.2,87.9,17.9,87.8,17.8,83.1,11.8
"Lowndes, Mississippi",86.0,23.4,91.2,30.7,91.3,31.2,80.0,13.5
"Madison, Mississippi",91.7,48.4,96.5,60.4,97.1,61.0,85.5,27.8
"Marion, Mississippi",81.5,12.3,81.5,13.3,81.5,13.3,82.5,8.9
"Marshall, Mississippi",82.1,13.8,84.7,14.5,85.1,14.6,79.6,13.3
"Monroe, Mississippi",81.0,16.7,85.7,20.8,85.7,20.9,69.6,7.2
"Montgomery, Mississippi",77.9,19.3,88.2,26.3,88.8,26.5,64.3,9.8
"Neshoba, Mississippi",80.3,11.6,82.1,14.3,82.8,14.4,79.4,6.1
"Newton, Mississippi",85.2,16.4,87.6,19.1,87.4,19.2,81.4,9.0
"Noxubee, Mississippi",70.9,15.6,71.6,20.7,72.6,21.3,70.6,13.5
"Oktibbeha, Mississippi",90.7,42.6,96.7,57.4,96.7,57.4,81.8,16.9
"Panola, Mississippi",80.6,14.9,84.9,17.0,85.5,17.6,75.1,11.9
"Pearl River, Mississippi",83.8,16.7,85.1,18.3,85.0,18.4,76.2,7.9
"Perry, Mississippi",83.0,10.7,82.1,10.7,82.2,10.8,88.0,10.0
"Pike, Mississippi",83.2,16.6,86.7,21.6,86.7,21.7,79.6,11.6
